1642239,2021-11-12 13:35:29+00,"function setup() {
  createCanvas(400, 400);
}
​
function draw() {
  background(220);
}"
3763234,2021-11-12 17:02:41+00,"let ds;
​
function setup() {
  createCanvas(400, 400);
  ds = new PenroseLSystem();
  ds.simulate(5);
}
​
function draw() {
  background(0);
  ds.render();
}
​
class PenroseLSystem {
  constructor() {
    this.step = 0;
    this.axiom = ""[X]++[X]++[X]++[X]++[X]"";
    this.ruleW = ""YF++ZF----XF[-YF----WF]++"";
    this.ruleX = ""+YF--ZF[---WF--XF]+"";
    this.ruleY = ""-WF++XF[+++YF++ZF]-"";
    this.ruleZ = ""--YF++++WF[+ZF++++XF]--XF"";
    this.startLength = 460.0;
    this.theta = TWO_PI / 10.0;
    this.reset();
  }
  
  simulate(gen) {
    while (this.getAge() < gen) {
      this.iterate(this.production);
    }
  }
}
​"
3763234,2021-11-12 17:04:11+00,"let ds;
​
function setup() {
  createCanvas(400, 400);
  ds = new PenroseLSystem();
  ds.simulate(5);
}
​
function draw() {
  background(0);
  ds.render();
}
​
class PenroseLSystem {
  constructor() {
    this.step = 0;
    this.axiom = ""[X]++[X]++[X]++[X]++[X]"";
    this.ruleW = ""YF++ZF----XF[-YF----WF]++"";
    this.ruleX = ""+YF--ZF[---WF--XF]+"";
    this.ruleY = ""-WF++XF[+++YF++ZF]-"";
    this.ruleZ = ""--YF++++WF[+ZF++++XF]--XF"";
    this.startLength = 460.0;
    this.theta = TWO_PI / 10.0;
    this.reset();
  }
  
  simulate(gen) {
    while (this.getAge() < gen) {
      this.iterate(this.production);
    }
  }
  
  reset() {
    this.production = this.axiom;
    this.drawLength = this.startLength;
    this.generations = 0;
  }
  
  
}
​"
3763234,2021-11-12 17:15:17+00,"let ds;
​
function setup() {
  createCanvas(400, 400);
  ds = new PenroseLSystem();
  ds.simulate(5);
}
​
function draw() {
  background(0);
  for (let i = 0; i < 10; i++) {
    ds.render();
  }
  
}
​
class PenroseLSystem {
  constructor() {
    this.steps = 0;
    this.axiom = ""[X]++[X]++[X]++[X]++[X]"";
    this.ruleW = ""YF++ZF----XF[-YF----WF]++"";
    this.ruleX = ""+YF--ZF[---WF--XF]+"";
    this.ruleY = ""-WF++XF[+++YF++ZF]-"";
    this.ruleZ = ""--YF++++WF[+ZF++++XF]--XF"";
    this.startLength = 460.0;
    this.theta = TWO_PI / 10.0;
    this.reset();
  }
  
  simulate(gen) {
    while (this.getAge() < gen) {"
3763234,2021-11-12 17:15:28+00,"let ds;
​
function setup() {
  createCanvas(400, 400);
  ds = new PenroseLSystem();
  ds.simulate(5);
  noLoop();
}
​
function draw() {
  background(0);
  for (let i = 0; i < 10; i++) {
    ds.render();
  }
  
}
​
class PenroseLSystem {
  constructor() {
    this.steps = 0;
    this.axiom = ""[X]++[X]++[X]++[X]++[X]"";
    this.ruleW = ""YF++ZF----XF[-YF----WF]++"";
    this.ruleX = ""+YF--ZF[---WF--XF]+"";
    this.ruleY = ""-WF++XF[+++YF++ZF]-"";
    this.ruleZ = ""--YF++++WF[+ZF++++XF]--XF"";
    this.startLength = 460.0;
    this.theta = TWO_PI / 10.0;
    this.reset();
  }
  
  simulate(gen) {
    while (this.getAge() < gen) {"
3763234,2021-11-12 17:16:21+00,"let ds;
​
function setup() {
  createCanvas(400, 400);
  ds = new PenroseLSystem();
  ds.simulate(5);
  noLoop();
}
​
function draw() {
  background(0);
  for (let i = 0; i < 100; i++) {
    ds.render();
  }
  
}
​
class PenroseLSystem {
  constructor() {
    this.steps = 0;
    this.axiom = ""[X]++[X]++[X]++[X]++[X]"";
    this.ruleW = ""YF++ZF----XF[-YF----WF]++"";
    this.ruleX = ""+YF--ZF[---WF--XF]+"";
    this.ruleY = ""-WF++XF[+++YF++ZF]-"";
    this.ruleZ = ""--YF++++WF[+ZF++++XF]--XF"";
    this.startLength = 460.0;
    this.theta = TWO_PI / 10.0;
    this.reset();
  }
  
  simulate(gen) {"
3763234,2021-11-12 17:16:48+00,"    this.generations = 0;
  }
  
  getAge() {
    return this.generations;
  }
  
  iterate() {
    let newProduction = """";
    for (let i = 0; i < this.production.length; ++i) {
      let step = this.production.charAt(i);
      if (step === 'W') newProduction + this.ruleW;
      else if (step === 'X') newProduction + this.ruleX;
      else if (step === 'Y') newProduction + this.ruleY;
      else if (step === 'Z') newProduction + this.ruleZ;
      else if (step !== 'F') newProduction + step;
    }
    this.drawLength *= 1/2;
    this.generations++;
    this.production = newProduction;
  }
  
  render() {
    translate(width/2, height/2);
    this.steps += 20;
    if (this.steps > this.production.length) this.steps = this.production.length;
    for (let i = 0; i < this.steps; ++i) {
      let step = this.produciton.charAt(i);
      if (step === 'F') {
        stroke(255, 60);
        for (let j = 0; j < this.repeats; j++) {
          console.log('lined');
          line(0, 0, 0, -this.drawLength);
          noFill();
          translate(0, -this.drawLength);
        }
        this.repeats = 1;
      } else if (step === '+') {
        rotate(this.theta);
      } else if (step === '-') {
        rotate(-this.theta);
      } else if (step === '[') {
        push();
      } else if (step === ']') {
        pop();
      }
    }
  
  }
  
}
​"
3763234,2021-11-12 17:19:05+00,"      else if (step == 'Y') newProduction + this.ruleY;
      else if (step == 'Z') newProduction + this.ruleZ;
      else if (step !== 'F') newProduction + step;
    }
    this.drawLength *= 1/2;
    this.generations++;
    this.production = newProduction;
  }
  
  render() {
    translate(width/2, height/2);
    this.steps += 20;
    if (this.steps > this.production.length) this.steps = this.production.length;
    for (let i = 0; i < this.steps; ++i) {
      let step = this.produciton.charAt(i);
      if (step == 'F') {
        stroke(255, 60);
        for (let j = 0; j < this.repeats; j++) {
          console.log('lined');
          line(0, 0, 0, -this.drawLength);
          noFill();
          translate(0, -this.drawLength);
        }
        this.repeats = 1;
      } else if (step == '+') {
        rotate(this.theta);
      } else if (step == '-') {
        rotate(-this.theta);
      } else if (step == '[') {
        push();
      } else if (step == ']') {
        pop();
      }
    }
  
  }
  
}
​"
3763234,2021-11-12 17:29:32+00,"let ds;
​
function setup() {
  createCanvas(400, 400);
  ds = new PenroseLSystem();
  console.log(ds);
  ds.simulate(5);
  noLoop();
}
​
function draw() {
  background(0);
  for (let i = 0; i < 100; i++) {
    ds.render();
  }
  
}
​
class PenroseLSystem {
  constructor() {
    this.steps = 0;
    this.axiom = ""[X]++[X]++[X]++[X]++[X]"";
    this.ruleW = ""YF++ZF----XF[-YF----WF]++"";
    this.ruleX = ""+YF--ZF[---WF--XF]+"";
    this.ruleY = ""-WF++XF[+++YF++ZF]-"";
    this.ruleZ = ""--YF++++WF[+ZF++++XF]--XF"";
    this.startLength = 460.0;
    this.theta = TWO_PI / 10.0;
    this.reset();
  }
  
  simulate(gen) {
    while (this.getAge() < gen) {
      this.iterate(this.production);
    }
  }
  
  reset() {
    this.production = this.axiom;
    this.drawLength = this.startLength;
    this.generations = 0;
  }
  
  getAge() {
    return this.generations;
  }
  
  iterate() {
    let newProduction = """";
    for (let i = 0; i < this.production.length; ++i) {
      let step = this.production.charAt(i);
      if (step == 'W') {
        newProduction + this.ruleW;
      } else if (step == 'X') {
        newProduction + this.ruleX;
      } else if (step == 'Y') {
        newProduction + this.ruleY;
      } else if (step == 'Z') {
        newProduction + this.ruleZ;
      } else if (step !== 'F') {
        newProduction + step;
      }
    }
    this.drawLength *= 0.5;"
3763234,2021-11-12 17:20:28+00,"      this.iterate(this.production);
    }
  }
  
  reset() {
    this.production = this.axiom;
    this.drawLength = this.startLength;
    this.generations = 0;
  }
  
  getAge() {
    return this.generations;
  }
  
  iterate() {
    let newProduction = """";
    for (let i = 0; i < this.production.length; ++i) {
      let step = this.production.charAt(i);
      if (step == 'W') {
        newProduction + this.ruleW;
      } else if (step == 'X') {
        newProduction + this.ruleX;
      } else if (step == 'Y') {
        newProduction + this.ruleY;
      } else if (step == 'Z') {
        newProduction + this.ruleZ;
      } else if (step !== 'F') {
        newProduction + step;
      }
    }
    this.drawLength *= 1/2;
    this.generations++;
    this.production = newProduction;
  }
  
  render() {
    translate(width/2, height/2);
    this.steps += 20;
    if (this.steps > this.production.length) this.steps = this.production.length;
    for (let i = 0; i < this.steps; ++i) {
      let step = this.produciton.charAt(i);
      if (step == 'F') {
        stroke(255, 60);
        for (let j = 0; j < this.repeats; j++) {
          console.log('lined');
          line(0, 0, 0, -this.drawLength);
          noFill();
          translate(0, -this.drawLength);
        }
        this.repeats = 1;
      } else if (step == '+') {
        rotate(this.theta);
      } else if (step == '-') {
        rotate(-this.theta);
      } else if (step == '[') {
        push();
      } else if (step == ']') {
        pop();"
